article_key,title,send_date,first_record,last_record,recorded_days,income,exposure,seven_day_mature,observed_ecpm
2026-09-06|《人民日报》深度分析【平台算法治理】：外卖平台试点骑手计时“红灯停表”,《人民日报》深度分析【平台算法治理】：外卖平台试点骑手计时“红灯停表”,2026-09-06,2026-09-06,2026-09-06,1,0.65,187,False,3.4759358288770055
2023-06-25|两位高分学员的面试考场心得,两位高分学员的面试考场心得,2023-06-25,2023-06-25,2023-07-01,7,0.64,330,True,1.9393939393939394
2023-04-19|2023人民日报金句摘抄【奋斗篇】| 公考必背、申论晨读素材、结构化面试热点046,2023人民日报金句摘抄【奋斗篇】| 公考必背、申论晨读素材、结构化面试热点046,2023-04-19,2023-04-19,2023-04-25,6,0.63,113,True,5.575221238938053
2026-01-18|# 我的2025和2026的我（2026书单）,# 我的2025和2026的我（2026书单）,2026-01-18,2026-01-18,2026-01-22,4,0.63,169,True,3.727810650887574
2026-08-26|《人民日报》谈【带薪休假】：不是“放几天,《人民日报》谈【带薪休假】：不是“放几天,2026-08-26,2026-08-26,2026-09-01,7,0.63,146,True,4.315068493150685
2025-01-21|近期个人安排及公众号更新计划说明,近期个人安排及公众号更新计划说明,2025-01-21,2025-01-21,2025-01-27,7,0.61,132,True,4.621212121212121
2023-03-17|2023国考省考面试最新高分话术 & 金句：总理答中外记者问,2023国考省考面试最新高分话术 & 金句：总理答中外记者问,2023-03-17,2023-03-17,2023-03-19,3,0.56,129,True,4.341085271317829
2025-02-02|我的 2024 和 2025 的我（学习篇）,我的 2024 和 2025 的我（学习篇）,2025-02-02,2025-02-02,2025-02-08,4,0.56,66,True,8.484848484848484
2024-03-09|人民日报每日金句图片：写在春天里的奋斗（申论晨读材料）,人民日报每日金句图片：写在春天里的奋斗（申论晨读材料）,2024-03-09,2024-03-09,2024-03-15,7,0.54,81,True,6.666666666666667
2025-11-11|申论规范词规范表达：基层治理类,申论规范词规范表达：基层治理类,2025-11-11,2025-11-11,2025-11-17,6,0.51,182,True,2.802197802197802
2024-06-12|人民日报评论热点71｜7天支教费上万，大凉山沦为“公益秀场”,人民日报评论热点71｜7天支教费上万，大凉山沦为“公益秀场”,2024-06-12,2024-06-12,2024-06-18,6,0.5,253,True,1.976284584980237
2024-11-14|人民日报热点评论 85｜理发师因“听得懂话”爆火，这份作业值得抄,人民日报热点评论 85｜理发师因“听得懂话”爆火，这份作业值得抄,2024-11-14,2024-11-14,2024-11-20,7,0.5,218,True,2.293577981651376
2023-07-04|​🎉“千万工程” 20周年庆🎉,​🎉“千万工程” 20周年庆🎉,2023-07-04,2023-07-04,2023-07-08,5,0.49,133,True,3.6842105263157894
2024-10-21|人民日报金句热点评论83｜要高山仰止，还要见贤思齐,人民日报金句热点评论83｜要高山仰止，还要见贤思齐,2024-10-21,2024-10-21,2024-10-27,7,0.48,261,True,1.839080459770115
2025-01-19|感谢大家的陪伴,感谢大家的陪伴,2025-01-19,2025-01-19,2025-01-23,5,0.48,182,True,2.6373626373626373
2026-08-18|《人民日报》谈“常态化精准帮扶”,《人民日报》谈“常态化精准帮扶”,2026-08-18,2026-08-18,2026-08-24,6,0.48,165,True,2.909090909090909
2024-01-16|我的2023和2024的我（2024工作学习规划）,我的2023和2024的我（2024工作学习规划）,2024-01-16,2024-01-16,2024-01-22,5,0.47,117,True,4.017094017094017
2023-07-06|人民日报评论：全职儿女≠啃老！别把它们简单画等,人民日报评论：全职儿女≠啃老！别把它们简单画等,2023-07-06,2023-07-06,2023-07-12,7,0.46,321,True,1.4330218068535825
2026-05-28|人民日报这组产业文章讲透：新质生产力不是只写 AI，传统产业也能写出高分,人民日报这组产业文章讲透：新质生产力不是只写 AI，传统产业也能写出高分,2026-05-28,2026-05-28,2026-06-03,7,0.46,235,True,1.9574468085106382
2023-02-19|我那脏兮兮的小崽，教会了我一件事,我那脏兮兮的小崽，教会了我一件事,2023-02-19,2023-02-19,2023-02-25,7,0.45,115,True,3.9130434782608696
2023-04-07|我用GPT写了一篇事业单考试综合应用B类作文，你感觉写得如何？,我用GPT写了一篇事业单考试综合应用B类作文，你感觉写得如何？,2023-04-07,2023-04-07,2023-04-13,7,0.44,294,True,1.4965986394557824
2024-11-11|【人民日报】每日金句，每天5分钟轻松提升文笔｜07,【人民日报】每日金句，每天5分钟轻松提升文笔｜07,2024-11-11,2024-11-11,2024-11-16,6,0.44,118,True,3.7288135593220337
2025-03-08|人民日报每日金句 70｜“以人民为中心”金句，看这一篇就够了,人民日报每日金句 70｜“以人民为中心”金句，看这一篇就够了,2025-03-08,2025-03-08,2025-03-14,7,0.44,237,True,1.8565400843881856
2025-03-10|人民日报每日金句 71｜文化自信核心金句,人民日报每日金句 71｜文化自信核心金句,2025-03-10,2025-03-10,2025-03-15,6,0.41,126,True,3.253968253968254
2025-11-30|2026 国考申论·考前最后 10 分钟“抢分”清单,2026 国考申论·考前最后 10 分钟“抢分”清单,2025-11-30,2025-11-30,2025-12-06,4,0.39,97,True,4.020618556701031
2023-02-18|早上好！2023人民日报每日金句摘抄041,早上好！2023人民日报每日金句摘抄041,2023-02-18,2023-02-18,2023-02-23,6,0.36,61,True,5.901639344262295
2023-04-13|2023国考省考面试热点07：划船刺客,2023国考省考面试热点07：划船刺客,2023-04-13,2023-04-13,2023-04-19,6,0.35,86,True,4.069767441860465
2024-06-04|人民日报评论热点65｜“王妈”塌房，尊重劳动者不能只是虚拟人设,人民日报评论热点65｜“王妈”塌房，尊重劳动者不能只是虚拟人设,2024-06-04,2024-06-04,2024-06-10,7,0.35,200,True,1.75
2024-08-27|人民日报评论热点80｜食品安全岂容“幽灵外卖”糊弄,人民日报评论热点80｜食品安全岂容“幽灵外卖”糊弄,2024-08-27,2024-08-27,2024-09-02,6,0.35,334,True,1.0479041916167664
2025-08-19|公考热点：“内卷”的本质与治理启示,公考热点：“内卷”的本质与治理启示,2025-08-19,2025-08-19,2025-08-25,3,0.35,69,True,5.072463768115942
2023-07-30|人民日报评论热点08：网络烂梗,人民日报评论热点08：网络烂梗,2023-07-30,2023-07-30,2023-08-05,7,0.34,226,True,1.5044247787610618
2024-06-18|人民日报评论热点74｜开盒挂人,人民日报评论热点74｜开盒挂人,2024-06-18,2024-06-18,2024-06-24,7,0.34,204,True,1.6666666666666667
2025-03-09|公考申论面试热点 96｜乡村综艺,公考申论面试热点 96｜乡村综艺,2025-03-09,2025-03-09,2025-03-15,6,0.34,81,True,4.197530864197531
2023-07-07|人民日报评论金句：抓落实，高级感十足！,人民日报评论金句：抓落实，高级感十足！,2023-07-07,2023-07-07,2023-07-12,5,0.33,95,True,3.473684210526316
2026-03-14|【抱佛脚】申论“乡镇卷”考前突击版：20个热点,【抱佛脚】申论“乡镇卷”考前突击版：20个热点,2026-03-14,2026-03-14,2026-03-19,6,0.32,164,True,1.951219512195122
2026-05-30|跟着《人民日报》学申论写作：因地制宜,跟着《人民日报》学申论写作：因地制宜,2026-05-30,2026-05-30,2026-06-05,6,0.32,100,True,3.2
2024-05-26|国考申论面试热点57 | 鬼秤坑人 沆瀣一气,国考申论面试热点57 | 鬼秤坑人 沆瀣一气,2024-05-26,2024-05-26,2024-06-01,6,0.31,85,True,3.6470588235294117
2024-10-20|人民日报金句热点评论82｜故宫劝离“暗黑哥特风”,人民日报金句热点评论82｜故宫劝离“暗黑哥特风”,2024-10-20,2024-10-20,2024-10-26,7,0.31,354,True,0.8757062146892656
2024-10-24|人民日报每日金句｜原生鸿蒙操作系统照见中国创新活力（公考申论面试热点）,人民日报每日金句｜原生鸿蒙操作系统照见中国创新活力（公考申论面试热点）,2024-10-24,2024-10-24,2024-10-30,7,0.31,139,True,2.2302158273381294
2023-07-03|【公考面试干货】如何组织一次评选活动。国考省考事业单位申论和结构化面试考试素材,【公考面试干货】如何组织一次评选活动。国考省考事业单位申论和结构化面试考试素材,2023-07-03,2023-07-03,2023-07-09,7,0.3,103,True,2.912621359223301
2025-03-07|人民日报每日金句 69｜从《人民日报》的重磅文章，看 AI 类热点的规范化表达,人民日报每日金句 69｜从《人民日报》的重磅文章，看 AI 类热点的规范化表达,2025-03-07,2025-03-07,2025-03-13,7,0.3,195,True,1.5384615384615385
2025-12-30|2026国考面试热点：别因一句英文“翻车”,2026国考面试热点：别因一句英文“翻车”,2025-12-30,2025-12-30,2026-01-05,5,0.3,35,True,8.571428571428571
2026-01-04|26 国考面试热点：识己、知己和成己,26 国考面试热点：识己、知己和成己,2026-01-04,2026-01-04,2026-01-10,7,0.3,101,True,2.9702970297029703
2023-02-19|早上好！2023人民日报金句摘抄图片042,早上好！2023人民日报金句摘抄图片042,2023-02-19,2023-02-19,2023-02-25,7,0.29,89,True,3.258426966292135
2023-07-15|早上好！2023人民日报金句摘抄047 | 公考必背、申论晨读素材、结构化面试热点,早上好！2023人民日报金句摘抄047 | 公考必背、申论晨读素材、结构化面试热点,2023-07-15,2023-07-15,2023-07-21,7,0.29,63,True,4.603174603174603
2024-11-23|每日金句 20｜人民日报这样写「长期主义」,每日金句 20｜人民日报这样写「长期主义」,2024-11-23,2024-11-23,2024-11-29,7,0.29,153,True,1.8954248366013071
2024-03-10|【公考申论面试热点32】唤醒“正当防卫”,【公考申论面试热点32】唤醒“正当防卫”,2024-03-10,2024-03-10,2024-03-16,6,0.28,99,True,2.8282828282828283
2025-01-11|人民日报每日金句 68｜申论面试热点「乘长风破万里浪」,人民日报每日金句 68｜申论面试热点「乘长风破万里浪」,2025-01-11,2025-01-11,2025-01-15,5,0.27,58,True,4.655172413793103
2025-11-29|申论速提 10 分！乡村振兴类「必背万能金句 + 范文」考前最后一套提分秘籍！（二）,申论速提 10 分！乡村振兴类「必背万能金句 + 范文」考前最后一套提分秘籍！（二）,2025-11-29,2025-11-29,2025-12-05,7,0.27,86,True,3.13953488372093
2023-03-03|我想听个好故事01：牛魔王被绿了,我想听个好故事01：牛魔王被绿了,2023-03-03,2023-03-03,2023-03-08,6,0.26,56,True,4.642857142857143
2023-05-07|我的公号新名字「学习理想国」,我的公号新名字「学习理想国」,2023-05-07,2023-05-07,2023-05-13,5,0.26,102,True,2.549019607843137
2025-08-20|公考热点：3600万元民生工程沦为“烂尾”,公考热点：3600万元民生工程沦为“烂尾”,2025-08-20,2025-08-20,2025-08-25,6,0.26,67,True,3.8805970149253732
2023-06-27|【公考面试干货】政府常用宣传方式大全,【公考面试干货】政府常用宣传方式大全,2023-06-27,2023-06-27,2023-07-03,6,0.25,48,True,5.208333333333333
2023-06-29|【公考面试干货】组织调研通用框架,【公考面试干货】组织调研通用框架,2023-06-29,2023-06-29,2023-07-05,7,0.25,111,True,2.2522522522522523
2023-06-28|【公考面试干货】政府常用宣传方式大全,【公考面试干货】政府常用宣传方式大全,2023-06-28,2023-06-28,2023-06-28,1,0.24,91,True,2.6373626373626373
2024-11-18|人民日报热点评论 89｜“随便进”的政府大院，怎么火了？,人民日报热点评论 89｜“随便进”的政府大院，怎么火了？,2024-11-18,2024-11-18,2024-11-24,7,0.24,242,True,0.9917355371900827
2026-01-15|2026国考面试成绩已出，国考面试必背万能金句15条｜完整版PDF+真题示例,2026国考面试成绩已出，国考面试必背万能金句15条｜完整版PDF+真题示例,2026-01-15,2026-01-15,2026-01-21,7,0.24,84,True,2.857142857142857
2024-06-06|人民日报评论热点67｜无理由退货不是无理由“薅羊毛”,人民日报评论热点67｜无理由退货不是无理由“薅羊毛”,2024-06-06,2024-06-06,2024-06-12,6,0.23,128,True,1.796875
2023-04-15|2023国考省考三支一扶事业单位面试热点09：新农人,2023国考省考三支一扶事业单位面试热点09：新农人,2023-04-15,2023-04-15,2023-04-20,5,0.22,74,True,2.972972972972973
2023-07-14|人民日报评论热点07：文字失语症。语言贫乏，只会说“无语”“离了个大谱”“yyds”“666”,人民日报评论热点07：文字失语症。语言贫乏，只会说“无语”“离了个大谱”“yyds”“666”,2023-07-14,2023-07-14,2023-07-20,6,0.22,133,True,1.6541353383458646
2024-05-20|国考申论面试热点52  |  猫狗能否上高铁,国考申论面试热点52  |  猫狗能否上高铁,2024-05-20,2024-05-20,2024-05-24,4,0.22,111,True,1.981981981981982
2024-06-03|人民日报评论热点64｜“付费内推”套路深,人民日报评论热点64｜“付费内推”套路深,2024-06-03,2024-06-03,2024-06-08,6,0.22,135,True,1.6296296296296295
2024-06-13|人民日报评论热点72｜拆掉转专业门槛 让兴趣真正作主,人民日报评论热点72｜拆掉转专业门槛 让兴趣真正作主,2024-06-13,2024-06-13,2024-06-19,7,0.22,112,True,1.9642857142857142
2024-11-13|【人民日报】每日金句，每天5分钟轻松提升文笔｜09,【人民日报】每日金句，每天5分钟轻松提升文笔｜09,2024-11-13,2024-11-13,2024-11-17,3,0.22,90,True,2.4444444444444446
2026-01-30|人民日报时评21：西贝关店风波（2026年国考面试热点）,人民日报时评21：西贝关店风波（2026年国考面试热点）,2026-01-30,2026-01-30,2026-02-05,7,0.22,64,True,3.4375
2023-04-25|三十五岁记（上）：中年危机,三十五岁记（上）：中年危机,2023-04-25,2023-04-25,2023-04-30,5,0.21,67,True,3.1343283582089554
2024-06-11|人民日报评论热点70｜鼓浪屿“宰客”已成一条龙,人民日报评论热点70｜鼓浪屿“宰客”已成一条龙,2024-06-11,2024-06-11,2024-06-16,6,0.21,124,True,1.6935483870967742
2024-10-19|人民日报评论热点81｜医院成“网红”拍摄背景板？,人民日报评论热点81｜医院成“网红”拍摄背景板？,2024-10-19,2024-10-19,2024-10-25,7,0.21,99,True,2.121212121212121
2024-11-03|人民日报每日金句热点评论84｜10后的孩子都想当网红？家长必读！,人民日报每日金句热点评论84｜10后的孩子都想当网红？家长必读！,2024-11-03,2024-11-03,2024-11-09,6,0.21,69,True,3.0434782608695654
2026-01-05|26 国考面试热点：当文化自信遇见Z世代表达,26 国考面试热点：当文化自信遇见Z世代表达,2026-01-05,2026-01-05,2026-01-11,6,0.21,61,True,3.442622950819672
2023-04-18|2023三支一扶事业单位公考面试热点10：空姐带货40分钟,2023三支一扶事业单位公考面试热点10：空姐带货40分钟,2023-04-18,2023-04-18,2023-04-23,5,0.2,134,True,1.492537313432836
2023-07-12|人民日报评论热点：围墙挡景，网友调侃：严禁偷窥祖国大好河山,人民日报评论热点：围墙挡景，网友调侃：严禁偷窥祖国大好河山,2023-07-12,2023-07-12,2023-07-18,6,0.2,150,True,1.3333333333333333
2024-05-28|国考申论面试热点59｜征地补偿款“被理财”,国考申论面试热点59｜征地补偿款“被理财”,2024-05-28,2024-05-28,2024-06-02,4,0.2,49,True,4.081632653061225
2024-05-31|国考申论面试热点61｜武大选调生不满嘉峪关,国考申论面试热点61｜武大选调生不满嘉峪关,2024-05-31,2024-05-31,2024-06-06,7,0.2,206,True,0.970873786407767
2024-11-16|【人民日报】每日金句，每天5分钟轻松提升文笔｜11,【人民日报】每日金句，每天5分钟轻松提升文笔｜11,2024-11-16,2024-11-16,2024-11-22,6,0.2,94,True,2.127659574468085
2026-01-28|人民日报时评20：一碗刨猪汤，熬出乡村振兴「新密码」（2026年国考面试热点）,人民日报时评20：一碗刨猪汤，熬出乡村振兴「新密码」（2026年国考面试热点）,2026-01-28,2026-01-28,2026-02-03,7,0.2,74,True,2.7027027027027026
2023-02-10|早上好！2023人民日报金句摘抄033 | 申论晨读素材、结构化面试热点、高考作文素材、公务员考试预测,早上好！2023人民日报金句摘抄033 | 申论晨读素材、结构化面试热点、高考作文素材、公务员考试预测,2023-02-10,2023-02-10,2023-02-15,5,0.19,45,True,4.222222222222222
2024-01-29|【申论面试热点】广西桂林“阴阳菜单”,【申论面试热点】广西桂林“阴阳菜单”,2024-01-29,2024-01-29,2024-02-02,4,0.19,106,True,1.7924528301886793
2024-10-25|人民日报每日金句｜不做一个“庸俗的事务主义家”,人民日报每日金句｜不做一个“庸俗的事务主义家”,2024-10-25,2024-10-25,2024-10-31,5,0.19,58,True,3.2758620689655173
2024-11-15|【人民日报】每日金句，每天5分钟轻松提升文笔｜10,【人民日报】每日金句，每天5分钟轻松提升文笔｜10,2024-11-15,2024-11-15,2024-11-21,6,0.19,67,True,2.8358208955223883
2024-11-19|【人民日报】每日金句：有效市场与有为政府｜16,【人民日报】每日金句：有效市场与有为政府｜16,2024-11-19,2024-11-19,2024-11-25,7,0.19,144,True,1.3194444444444444
2025-01-14|人民日报热点评论 95｜电子亲人,人民日报热点评论 95｜电子亲人,2025-01-14,2025-01-14,2025-01-20,7,0.19,127,True,1.4960629921259843
2026-01-22|我们这一代，没有“慢慢老去”的权利,我们这一代，没有“慢慢老去”的权利,2026-01-22,2026-01-22,2026-01-24,3,0.19,25,True,7.6
2026-05-26|《人民日报》讲透申论高分写法：正确政绩观，不能只写成口号,《人民日报》讲透申论高分写法：正确政绩观，不能只写成口号,2026-05-26,2026-05-26,2026-06-01,7,0.19,115,True,1.6521739130434783
2024-01-22|龙年微信红包封面,龙年微信红包封面,2024-01-22,2024-01-22,2024-01-26,5,0.18,145,True,1.2413793103448276
2024-05-21|国考申论面试热点53 | 政务大厅拒收现金,国考申论面试热点53 | 政务大厅拒收现金,2024-05-21,2024-05-21,2024-05-27,7,0.18,152,True,1.1842105263157894
2024-12-14|每日金句 41｜《人民日报》这样写「干部的角色」,每日金句 41｜《人民日报》这样写「干部的角色」,2024-12-14,2024-12-14,2024-12-20,6,0.18,62,True,2.903225806451613
2024-12-18|人民日报每日金句45｜申论面试热点「乡土情」,人民日报每日金句45｜申论面试热点「乡土情」,2024-12-18,2024-12-18,2024-12-19,2,0.18,38,True,4.7368421052631575
2025-03-14|考前一天怎么应对考前焦虑,考前一天怎么应对考前焦虑,2025-03-14,2025-03-14,2025-03-19,4,0.18,57,True,3.1578947368421053
2024-05-14|【公考申论面试热点46】碰瓷式执法,【公考申论面试热点46】碰瓷式执法,2024-05-14,2024-05-14,2024-05-20,7,0.17,121,True,1.4049586776859504
2024-06-08|人民日报评论热点68｜剧组在ICU拍短剧，让患者家属“哭小声点”,人民日报评论热点68｜剧组在ICU拍短剧，让患者家属“哭小声点”,2024-06-08,2024-06-08,2024-06-14,7,0.17,104,True,1.6346153846153846
2024-10-20|人民日报金句热点评论82👔💥故宫着装风波：个性自由还是文化尊重？🤔,人民日报金句热点评论82👔💥故宫着装风波：个性自由还是文化尊重？🤔,2024-10-20,2024-10-20,2024-10-26,7,0.17,58,True,2.9310344827586206
2026-01-10|纯靠个人能力堆砌的努力失效了,纯靠个人能力堆砌的努力失效了,2026-01-10,2026-01-10,2026-01-15,4,0.17,34,True,5.0
2026-01-29|为什么你的学员听懂了理论，却依然考不上？,为什么你的学员听懂了理论，却依然考不上？,2026-01-29,2026-01-29,2026-02-01,3,0.17,83,True,2.0481927710843375
2026-02-04|人民日报时评24： 严控PPT（2026年国考面试热点）,人民日报时评24： 严控PPT（2026年国考面试热点）,2026-02-04,2026-02-04,2026-02-10,6,0.17,84,True,2.0238095238095237
2023-07-09|人民日报评论热点：什么是「揭榜挂帅」,人民日报评论热点：什么是「揭榜挂帅」,2023-07-09,2023-07-09,2023-07-14,6,0.16,105,True,1.5238095238095237
2024-02-01|【申论面试热点14】农民工钢琴师接到春晚邀请,【申论面试热点14】农民工钢琴师接到春晚邀请,2024-02-01,2024-02-01,2024-02-02,2,0.16,33,True,4.848484848484849
2024-03-14|人民日报每日金句图片：劝学篇（申论晨读材料）,人民日报每日金句图片：劝学篇（申论晨读材料）,2024-03-14,2024-03-14,2024-03-20,7,0.16,31,True,5.161290322580645
2024-05-04|指尖上的形式主义,指尖上的形式主义,2024-05-04,2024-05-04,2024-05-09,6,0.16,137,True,1.167883211678832
2024-05-05|【公考申论面试热点37】万物皆可“代下单”,【公考申论面试热点37】万物皆可“代下单”,2024-05-05,2024-05-05,2024-05-11,6,0.16,63,True,2.5396825396825395
2024-05-29|新年贺词历年金句，句句心潮澎湃！,新年贺词历年金句，句句心潮澎湃！,2024-05-29,2024-05-29,2024-06-01,3,0.16,30,True,5.333333333333333
2024-10-24|人民日报每日金句83｜原生鸿蒙操作系统照见中国创新活力（公考申论面试热点）,人民日报每日金句83｜原生鸿蒙操作系统照见中国创新活力（公考申论面试热点）,2024-10-24,2024-10-24,2024-10-30,7,0.16,95,True,1.6842105263157894
2024-11-04|【建议收藏】人民日报每日精选，每天5分钟让你轻松提升文笔表达｜01,【建议收藏】人民日报每日精选，每天5分钟让你轻松提升文笔表达｜01,2024-11-04,2024-11-04,2024-11-10,5,0.16,125,True,1.28
2025-01-13|人民日报热点评论 93｜父母研修班,人民日报热点评论 93｜父母研修班,2025-01-13,2025-01-13,2025-01-19,6,0.16,40,True,4.0
2023-04-19|2023事业单位国考省考面试热点11：10秒通马桶700元？,2023事业单位国考省考面试热点11：10秒通马桶700元？,2023-04-19,2023-04-19,2023-04-25,5,0.15,37,True,4.054054054054054
2024-02-28|【公考申论面试热点26】电动车入户，为何管不住？,【公考申论面试热点26】电动车入户，为何管不住？,2024-02-28,2024-02-28,2024-03-05,7,0.15,67,True,2.2388059701492535
2024-03-02|【公考申论面试热点29】面包报损率超50%，为何美味终结于垃圾桶？,【公考申论面试热点29】面包报损率超50%，为何美味终结于垃圾桶？,2024-03-02,2024-03-02,2024-03-06,5,0.15,34,True,4.411764705882353
2024-11-16|人民日报热点评论 88｜考研报名禁用海马体照片,人民日报热点评论 88｜考研报名禁用海马体照片,2024-11-16,2024-11-16,2024-11-22,7,0.15,92,True,1.6304347826086956
2025-12-28|“最土年终总结”为何刷屏：把实绩写在群众心里,“最土年终总结”为何刷屏：把实绩写在群众心里,2025-12-28,2025-12-28,2025-12-31,4,0.15,23,True,6.521739130434782
2026-01-19|这道题说的就是我🤣,这道题说的就是我🤣,2026-01-19,2026-01-19,2026-01-24,5,0.15,29,True,5.172413793103448
2023-07-11|人民日报评论金句：抓落实，句句精彩！,人民日报评论金句：抓落实，句句精彩！,2023-07-11,2023-07-11,2023-07-17,7,0.14,69,True,2.028985507246377
2024-05-17|国考申论面试热点49  |  演唱会退票难,国考申论面试热点49  |  演唱会退票难,2024-05-17,2024-05-17,2024-05-23,5,0.14,45,True,3.111111111111111
2024-06-02|人民日报评论热点63｜跑50公里都还不了充电宝？女子情绪崩溃，怒摔泄愤…,人民日报评论热点63｜跑50公里都还不了充电宝？女子情绪崩溃，怒摔泄愤…,2024-06-02,2024-06-02,2024-06-08,6,0.14,110,True,1.2727272727272727
2024-08-24|人民日报评论热点77｜男女厕位比例1:2，让女性需求从“被看见”走向“被解决”,人民日报评论热点77｜男女厕位比例1:2，让女性需求从“被看见”走向“被解决”,2024-08-24,2024-08-24,2024-08-30,6,0.14,102,True,1.3725490196078431
2024-11-10|【建议收藏】人民日报精选金句，每天5分钟轻松提升文笔｜06,【建议收藏】人民日报精选金句，每天5分钟轻松提升文笔｜06,2024-11-10,2024-11-10,2024-11-14,5,0.14,79,True,1.7721518987341771
2024-11-17|【人民日报】每日金句，每天5分钟轻松提升文笔｜12,【人民日报】每日金句，每天5分钟轻松提升文笔｜12,2024-11-17,2024-11-17,2024-11-19,3,0.14,101,True,1.386138613861386
2024-12-22|人民日报每日金句49｜申论面试热点「有温度的执法」,人民日报每日金句49｜申论面试热点「有温度的执法」,2024-12-22,2024-12-22,2024-12-28,7,0.14,61,True,2.2950819672131146
2025-08-16|《浪浪山小妖怪》热点解析素材,《浪浪山小妖怪》热点解析素材,2025-08-16,2025-08-16,2025-08-19,4,0.14,69,True,2.028985507246377
2024-02-05|【申论面试热点17】隐形加班,【申论面试热点17】隐形加班,2024-02-05,2024-02-05,2024-02-07,3,0.13,44,True,2.9545454545454546
2024-05-19|国考申论面试热点51  |  掐尖招生,国考申论面试热点51  |  掐尖招生,2024-05-19,2024-05-19,2024-05-23,5,0.13,36,True,3.611111111111111
2024-05-22|申论题目&材料 ｜ “我为群众办实事”系列报道编者按（2021 年 0327 甘肃 · 省市县）,申论题目&材料 ｜ “我为群众办实事”系列报道编者按（2021 年 0327 甘肃 · 省市县）,2024-05-22,2024-05-22,2024-05-27,6,0.13,62,True,2.096774193548387
2024-11-27|每日金句 24｜人民日报这样写「“快”与“慢”的关系」,每日金句 24｜人民日报这样写「“快”与“慢”的关系」,2024-11-27,2024-11-27,2024-11-29,3,0.13,71,True,1.8309859154929577
2025-01-04|人民日报每日金句 62｜申论面试热点「决胜“十四五”」,人民日报每日金句 62｜申论面试热点「决胜“十四五”」,2025-01-04,2025-01-04,2025-01-10,7,0.13,54,True,2.4074074074074074
2026-01-24|《人民日报》热点时评16： 「不完美」也有力量，「有瑕疵」亦能成功（2026年国考面试热点）,《人民日报》热点时评16： 「不完美」也有力量，「有瑕疵」亦能成功（2026年国考面试热点）,2026-01-24,2026-01-24,2026-01-30,7,0.13,44,True,2.9545454545454546
2026-01-26|《人民日报》热点时评18：「画马」路线被叫停：治理智慧在于疑堵并举（2026年国考面试热点）,《人民日报》热点时评18：「画马」路线被叫停：治理智慧在于疑堵并举（2026年国考面试热点）,2026-01-26,2026-01-26,2026-02-01,7,0.13,72,True,1.8055555555555556
2024-02-04|【申论面试热点16】“村晚”,【申论面试热点16】“村晚”,2024-02-04,2024-02-04,2024-02-08,5,0.12,96,True,1.25
2024-03-06|【公考申论面试热点30】课间十分钟去哪了？,【公考申论面试热点30】课间十分钟去哪了？,2024-03-06,2024-03-06,2024-03-11,5,0.12,17,True,7.0588235294117645
2024-05-22|国考申论面试热点54 | 花几万元就能入职央企,国考申论面试热点54 | 花几万元就能入职央企,2024-05-22,2024-05-22,2024-05-28,5,0.12,32,True,3.75
2024-08-26|人民日报评论热点79｜整治景区“黄牛”，让其无计可施,人民日报评论热点79｜整治景区“黄牛”，让其无计可施,2024-08-26,2024-08-26,2024-09-01,7,0.12,193,True,0.6217616580310881
2024-12-03|每日金句 30｜人民日报这样写「节约」,每日金句 30｜人民日报这样写「节约」,2024-12-03,2024-12-03,2024-12-09,5,0.12,56,True,2.142857142857143
2024-12-19|拒绝「内耗」的思考路径,拒绝「内耗」的思考路径,2024-12-19,2024-12-19,2024-12-22,3,0.12,23,True,5.217391304347826
2024-12-29|人民日报每日金句 56｜申论面试热点「成由勤俭败由奢」,人民日报每日金句 56｜申论面试热点「成由勤俭败由奢」,2024-12-29,2024-12-29,2025-01-04,4,0.12,53,True,2.2641509433962264
2025-01-05|人民日报每日金句 63｜申论面试热点「挺膺担当的奋斗者」,人民日报每日金句 63｜申论面试热点「挺膺担当的奋斗者」,2025-01-05,2025-01-05,2025-01-10,6,0.12,63,True,1.9047619047619047
2025-03-13|人民日报每日金句 72｜当好主人翁 唱响凡人歌,人民日报每日金句 72｜当好主人翁 唱响凡人歌,2025-03-13,2025-03-13,2025-03-19,5,0.12,73,True,1.643835616438356
2026-01-16|《人民日报》热点时评14：66元红包为何动人（2026年国考面试热点）,《人民日报》热点时评14：66元红包为何动人（2026年国考面试热点）,2026-01-16,2026-01-16,2026-01-21,5,0.12,45,True,2.6666666666666665
2026-08-18|《人民日报》谈“农村土地托管”,《人民日报》谈“农村土地托管”,2026-08-18,2026-08-18,2026-08-24,7,0.12,42,True,2.857142857142857
2023-07-05|【公考热点】人民日报评论：高职生清华当老师，不是简单的“成功学鸡汤”,【公考热点】人民日报评论：高职生清华当老师，不是简单的“成功学鸡汤”,2023-07-05,2023-07-05,2023-07-10,5,0.11,76,True,1.4473684210526316
2024-05-11|【公考申论面试热点43】“电子校友卡”要求填写职级,【公考申论面试热点43】“电子校友卡”要求填写职级,2024-05-11,2024-05-11,2024-05-17,6,0.11,97,True,1.134020618556701
2024-11-07|【清单】让自己幸福的 24 件小事,【清单】让自己幸福的 24 件小事,2024-11-07,2024-11-07,2024-11-12,3,0.11,19,True,5.7894736842105265
2024-12-04|每日金句 31｜人民日报这样写「改革和法治」,每日金句 31｜人民日报这样写「改革和法治」,2024-12-04,2024-12-04,2024-12-08,4,0.11,85,True,1.2941176470588236
